基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
中银优选混合,163807,3.69亿元（2019-12-31）,6.42%,17.43%,23.50%,44.75%,66.97%,253.48%,王伟,4年又285天,7.76%,5年又26天
中银美丽中国混合,000120,1.31亿元（2019-12-31）,5.44%,13.94%,21.69%,29.54%,28.92%,68.27%,严菲,138天,19.63%,12年又159天
上投摩根动态多因子混合,001219,4.93亿元（2019-12-31）,8.24%,13.78%,10.73%,15.91%,-2.47%,-13.30%,施虓文,71天,10.45%,3年又49天
中欧成长优选混合A,166020,0.43亿元（2019-12-31）,8.61%,15.04%,14.66%,10.82%,26.11%,68.23%,曹名长/袁维德,2年又98天,14.27%,13年又78天/3年又70天
鹏华外延成长混合,001222,13.55亿元（2019-12-31）,8.21%,13.82%,20.14%,56.67%,87.04%,51.50%,陈璇淼,1年又225天,62.03%,3年又344天
中欧成长优选混合E,001891,0.09亿元（2019-12-31）,8.61%,15.22%,14.88%,11.06%,31.32%,43.47%,曹名长/袁维德,2年又98天,14.84%,13年又78天/3年又70天
华夏兴华混合A,519908,7.64亿元（2019-12-31）,3.67%,18.50%,18.36%,14.94%,4.23%,94.70%,阳琨,4年又266天,-18.77%,12年又272天
泰康睿利量化多策略混合C,005382,0.09亿元（2019-12-31）,10.68%,18.38%,18.72%,29.25%,--,11.43%,刘伟,2年又30天,11.43%,2年又308天
弘毅远方经济新动力混合,008518,6.64亿元（2019-12-30）,-3.78%,--,--,--,--,3.69%,焦庆,68天,3.69%,2年又107天
泰康睿利量化多策略混合A,005381,1.67亿元（2019-12-31）,10.72%,18.52%,19.01%,29.87%,--,12.49%,刘伟,2年又30天,12.49%,2年又308天
凯石沣混合C,007258,0.80亿元（2019-12-31）,4.96%,9.03%,--,--,--,8.96%,梁福涛,166天,8.96%,1年又134天
融通通盈灵活配置混合,002415,1.64亿元（2019-12-31）,3.70%,7.62%,11.24%,27.14%,37.55%,39.34%,张一格,3年又358天,39.34%,6年又293天
国投瑞银先进制造混合,006736,0.64亿元（2019-12-31）,4.79%,28.27%,39.28%,60.30%,--,61.82%,施成,29天,4.08%,344天
交银阿尔法核心混合,519712,59.33亿元（2019-12-31）,5.21%,17.94%,21.08%,37.99%,92.03%,342.12%,何帅,4年又164天,172.75%,4年又243天
长信双利优选混合E,006396,0.02亿元（2019-12-31）,6.61%,18.56%,21.17%,29.65%,--,42.58%,祝昱丰/安昀,1年又18天,40.54%,2年又140天/5年又320天
中金科创主题3年封闭混合,501080,11.43亿元（2019-12-31）,5.30%,17.49%,22.73%,--,--,27.99%,兰兰/王雁杰,240天,27.99%,298天/240天
中邮核心科技创新灵活配置混合,000966,1.81亿元（2019-12-31）,2.78%,23.46%,20.69%,27.86%,27.45%,18.40%,曹思,5年又26天,18.40%,5年又286天
东吴移动互联A,001323,0.99亿元（2019-12-31）,7.85%,21.13%,22.64%,33.90%,11.52%,18.10%,刘元海,2年又306天,11.21%,7年又166天
银华价值优选混合,519001,42.53亿元（2019-12-31）,3.47%,12.64%,17.81%,30.23%,22.97%,839.56%,苏静然/倪明,2年又129天,5.52%,2年又209天/11年又265天
博时回报混合,050022,11.71亿元（2019-12-31）,4.62%,14.87%,17.89%,50.52%,56.68%,190.75%,肖瑞瑾,281天,47.14%,3年又62天
北信瑞丰华丰灵配,005376,1.88亿元（2019-12-31）,5.43%,7.28%,9.08%,16.69%,--,28.64%,黄祥斌,302天,11.45%,5年又67天
华泰柏瑞量化创优混合,004394,2.45亿元（2019-12-31）,9.83%,25.52%,26.22%,36.87%,--,35.01%,田汉卿,2年又300天,35.01%,6年又219天
华商动态阿尔法混合,630005,5.91亿元（2019-12-31）,7.73%,18.65%,19.16%,25.65%,-18.47%,93.88%,邓默,80天,15.60%,4年又181天
长信双利优选混合A,519991,7.22亿元（2019-12-31）,6.62%,18.82%,21.46%,29.88%,50.67%,216.73%,祝昱丰/安昀,1年又18天,40.22%,2年又140天/5年又320天
鹏华研究精选灵活配置混合,005028,2.63亿元（2019-12-31）,10.45%,26.64%,35.57%,54.04%,--,56.00%,王海青/梁浩,2年又33天,55.86%,2年又33天/8年又239天
新华鑫益灵活配置混合,000584,3.09亿元（2019-12-31）,13.66%,25.48%,37.06%,45.68%,80.04%,222.10%,栾超/崔建波,2年又233天,93.80%,4年又2天/9年又351天
招商中小盘混合,217013,2.16亿元（2019-12-31）,3.69%,15.70%,24.03%,48.61%,59.24%,113.70%,韩冰,351天,47.28%,4年又308天
华商新量化混合,000609,3.09亿元（2019-12-31）,8.42%,24.33%,33.13%,49.39%,48.45%,153.41%,邓默,2年又316天,52.56%,4年又181天
农银区间收益混合,000259,5.13亿元（2019-12-31）,6.25%,19.16%,22.55%,36.47%,55.55%,203.12%,魏刚,11天,-5.79%,1年又347天
中海进取收益混合,001252,0.37亿元（2019-12-31）,5.57%,27.19%,34.50%,42.84%,43.12%,49.70%,许定晴,2年又237天,40.56%,10年又7天
西部利得量化成长混合,000006,1.39亿元（2019-12-31）,11.57%,24.26%,26.97%,--,--,41.39%,盛丰衍,354天,41.39%,3年又104天
易方达价值成长混合,110010,56.04亿元（2019-12-31）,7.19%,16.22%,16.86%,26.52%,44.36%,156.46%,林高榜/武阳,1年又350天,17.77%,2年又301天/4年又216天
北信瑞丰量化优选灵活配置,007808,1.76亿元（2019-12-31）,10.79%,17.42%,--,--,--,18.68%,程敏,171天,18.68%,1年又347天
鹏华消费领先混合,160624,3.98亿元（2019-12-31）,7.37%,18.81%,27.38%,57.57%,72.33%,166.60%,孟昊/蒋鑫,1年又111天,81.86%,2年又26天/3年又257天
华宝动力组合,240004,9.34亿元（2019-12-31）,9.66%,30.15%,30.89%,26.06%,12.42%,730.16%,刘自强,11年又356天,96.47%,11年又356天
东吴移动互联C,002170,0.77亿元（2019-12-31）,7.85%,21.04%,22.56%,33.79%,10.71%,15.53%,刘元海,2年又306天,10.50%,7年又166天
大成精选增值混合,090004,13.33亿元（2019-12-31）,5.14%,13.86%,16.85%,25.43%,48.74%,879.87%,李博,3年又120天,51.42%,4年又322天
长盛电子信息产业混合,080012,12.28亿元（2019-12-31）,16.30%,29.81%,37.06%,52.08%,23.82%,288.65%,钱文礼,1年又175天,69.50%,2年又132天
中欧明睿新起点混合,001000,15.56亿元（2019-12-31）,-1.71%,20.91%,32.18%,58.71%,42.59%,37.60%,葛兰,1年又238天,39.98%,4年又244天
中金金序量化蓝筹A,005405,0.69亿元（2019-12-31）,3.33%,3.59%,3.57%,12.99%,--,14.74%,魏孛,2年又30天,14.74%,2年又345天
国寿安保目标策略混合发起C,004819,0.00亿元（2019-12-31）,8.28%,13.83%,16.60%,13.33%,--,-8.75%,张琦,2年又135天,-8.75%,9年又128天
富国消费升级混合,006796,1.64亿元（2019-12-31）,2.31%,13.39%,20.60%,38.50%,--,38.53%,汪孟海,1年又16天,38.53%,4年又151天
华商健康生活混合,001106,8.63亿元（2019-12-31）,7.75%,19.71%,19.44%,31.14%,29.69%,9.80%,何奇峰,2年又73天,6.88%,5年又41天
浦银安盛新兴产业混合,519120,3.57亿元（2019-12-31）,8.67%,22.12%,21.77%,36.61%,7.98%,154.50%,吴勇,6年又349天,154.50%,9年又329天
鹏华动力增长混合(LOF),160610,15.34亿元（2019-12-31）,5.53%,16.47%,24.32%,30.22%,28.33%,161.11%,张航,339天,28.86%,1年又219天
中欧时代智慧混合A,005241,7.71亿元（2019-12-31）,5.50%,16.07%,22.77%,36.76%,--,43.90%,成雨轩/周应波,280天,48.90%,280天/4年又126天
中欧时代智慧混合C,005242,0.25亿元（2019-12-31）,5.45%,15.84%,22.30%,35.56%,--,41.28%,成雨轩/周应波,280天,47.93%,280天/4年又126天
天治新消费混合,350008,0.17亿元（2019-12-31）,3.70%,15.73%,14.55%,30.64%,21.61%,79.50%,尹维国,4年又347天,-5.92%,5年又20天
银河银泰混合,150103,12.11亿元（2019-12-31）,7.86%,16.62%,21.73%,37.71%,34.97%,740.40%,张杨,1年又189天,46.52%,8年又151天
工银新机遇灵活配置混合A,002003,0.26亿元（2019-12-31）,4.56%,10.47%,13.93%,19.07%,--,5.50%,游凛峰,1年又269天,10.01%,10年又74天
交银优势行业混合,519697,38.07亿元（2019-12-31）,5.23%,17.66%,19.53%,33.47%,77.79%,467.80%,何帅,4年又241天,140.50%,4年又243天
国寿安保目标策略混合发起A,004818,3.91亿元（2019-12-31）,8.29%,13.87%,16.60%,13.37%,--,-8.35%,张琦,2年又135天,-8.35%,9年又128天
中金金序量化蓝筹C,005406,0.59亿元（2019-12-31）,3.29%,3.49%,3.35%,12.53%,--,19.14%,魏孛,2年又30天,19.14%,2年又345天
华夏红利混合,002011,81.01亿元（2019-12-31）,5.09%,10.00%,10.43%,17.58%,4.70%,856.99%,王怡欢/陈虎/赵航,352天,15.82%,9年又16天/6年又324天/13年又226天
国投瑞银瑞盈混合(LOF),161225,1.23亿元（2019-12-31）,7.13%,20.47%,24.67%,44.71%,51.76%,71.71%,吴潇,70天,10.58%,3年又69天
南方隆元产业主题混合,202007,21.09亿元（2019-12-31）,8.35%,19.05%,20.24%,39.08%,65.37%,20.72%,蒋秋洁,4年又228天,42.02%,5年又81天
富国宏观策略灵活配置混合,000029,3.62亿元（2019-12-31）,9.58%,23.27%,27.11%,47.78%,84.99%,193.73%,袁宜,6年又331天,193.73%,7年又148天
博时沪港深成长企业,001824,0.03亿元（2019-12-31）,2.60%,7.20%,7.48%,10.48%,20.59%,26.50%,牟星海,271天,13.55%,271天
万家量化同顺混合C,005651,0.02亿元（2019-12-31）,9.77%,10.97%,9.44%,14.36%,--,17.69%,乔亮,170天,9.24%,199天
农银高增长混合,000039,3.58亿元（2019-12-31）,1.26%,23.55%,29.62%,40.24%,36.04%,150.55%,张燕,2年又352天,35.05%,2年又352天
国融融君混合A,006231,0.46亿元（2019-12-31）,3.64%,7.13%,6.95%,11.97%,--,26.14%,田宏伟,1年又177天,26.14%,1年又274天
东方区域发展混合,001614,1.55亿元（2019-12-31）,3.23%,5.17%,10.10%,6.44%,-5.46%,-7.57%,薛子徵,2年又43天,-0.74%,4年又313天
新华优选成长混合,519089,6.96亿元（2019-12-31）,13.36%,24.41%,36.04%,40.49%,44.09%,333.50%,栾超,1年又193天,60.83%,4年又2天
博时裕益混合,000219,6.47亿元（2019-12-31）,9.42%,26.88%,26.52%,37.93%,58.46%,119.93%,周心鹏,2年又363天,58.88%,8年又325天
信达澳银量化多因子混合(LOF)A,166107,3.32亿元（2019-11-21）,9.79%,18.92%,--,--,--,21.24%,王咏辉,122天,21.24%,6年又322天
红土创新新兴产业混合,001753,0.71亿元（2019-12-31）,4.88%,14.68%,9.12%,17.54%,5.94%,-5.50%,侯世霞,4年又167天,-5.50%,4年又167天
国金鑫新灵活配置(LOF),501000,1.56亿元（2019-12-31）,3.88%,5.56%,8.07%,9.77%,2.96%,4.50%,宫雪,3年又23天,2.05%,6年又226天
平安睿享文娱混合C,002451,0.83亿元（2019-12-31）,7.73%,15.05%,19.81%,47.88%,96.76%,88.10%,黄维,3年又189天,95.94%,3年又202天
广发多策略混合,001763,11.87亿元（2019-12-31）,11.17%,15.60%,12.73%,14.46%,11.17%,4.50%,林英睿,1年又214天,20.25%,4年又102天
富国国企改革灵活配置混合,005357,6.16亿元（2019-12-31）,9.81%,24.19%,25.27%,38.07%,--,28.76%,袁宜,2年又35天,28.76%,7年又148天
中邮低碳配置混合,001983,1.35亿元（2019-12-31）,1.73%,22.82%,26.10%,36.72%,4.78%,-5.80%,吴尚,1年又147天,70.34%,1年又352天
兴全商业模式优选混合,163415,43.37亿元（2019-12-31）,9.20%,19.47%,22.75%,47.90%,79.63%,331.74%,乔迁,1年又241天,63.87%,2年又238天
民生加银前沿科技灵活配置混合,002683,1.41亿元（2019-12-31）,2.04%,7.18%,8.59%,15.69%,14.20%,15.00%,孙伟,3年又98天,15.00%,5年又245天
国泰金鹏蓝筹混合,020009,5.29亿元（2019-12-31）,8.51%,18.37%,22.15%,27.87%,31.19%,375.47%,饶玉涵,3年又246天,41.49%,4年又181天
信达澳银量化多因子混合(LOF)C,166108,1.06亿元（2019-11-06）,9.72%,18.67%,--,--,--,20.90%,王咏辉,122天,20.90%,6年又322天
华泰保兴研究智选A,006385,1.64亿元（2019-12-31）,7.05%,12.71%,16.67%,28.82%,--,37.81%,赵健,1年又112天,37.81%,1年又269天
中金丰硕混合,005396,1.53亿元（2019-12-31）,3.37%,3.29%,-3.02%,5.37%,--,4.20%,魏孛,127天,0.85%,2年又345天
金信量化精选混合,002862,0.74亿元（2019-12-31）,6.51%,15.33%,15.33%,-10.12%,-4.90%,-16.50%,周谧,214天,27.29%,2年又3天
弘毅远方消费升级混合,006644,1.79亿元（2019-12-31）,2.10%,9.79%,14.90%,40.77%,--,47.12%,张鸿羽,1年又37天,47.12%,3年又222天
国融融君混合C,006232,0.01亿元（2019-12-31）,3.62%,7.07%,7.01%,11.77%,--,25.45%,田宏伟,1年又177天,25.45%,1年又274天
万家量化同顺混合A,005650,0.26亿元（2019-12-31）,9.80%,11.10%,9.71%,14.98%,--,18.96%,乔亮,170天,9.48%,199天
华泰保兴研究智选C,006386,0.09亿元（2019-12-31）,6.99%,12.53%,16.29%,28.06%,--,36.63%,赵健,1年又112天,36.63%,1年又269天
建信优化配置混合,530005,19.82亿元（2019-12-31）,3.27%,8.74%,9.76%,23.17%,22.20%,135.61%,邱宇航,3年又320天,27.33%,8年又242天
长安鑫旺价值混合A,005049,0.40亿元（2019-12-31）,-4.73%,13.08%,19.43%,52.76%,--,73.27%,徐小勇,1年又57天,87.00%,8年又158天
泓德研究优选混合,006608,10.42亿元（2019-12-31）,5.23%,19.05%,24.87%,--,--,39.55%,秦毅/王克玉,285天,39.55%,2年又279天/9年又89天
大摩多因子策略混合,233009,14.44亿元（2019-12-31）,5.53%,12.93%,12.73%,12.62%,-23.39%,122.18%,余斌,196天,17.09%,5年又196天
东方红新动力混合,000480,31.40亿元（2019-12-31）,4.80%,9.31%,10.23%,6.61%,22.34%,176.35%,周云,2年又330天,20.97%,4年又176天
中邮风格轮动灵活配置混合,001479,1.43亿元（2019-12-31）,3.36%,2.16%,0.71%,0.71%,16.62%,27.08%,王喆,64天,-0.18%,1年又112天
长安鑫旺价值混合C,005050,0.43亿元（2019-12-31）,-4.75%,13.04%,19.49%,53.62%,--,74.18%,徐小勇,1年又57天,88.00%,8年又158天
鹏华策略优选灵活配置混合,160627,3.78亿元（2019-12-31）,7.93%,13.75%,22.03%,48.45%,50.69%,116.99%,袁航,3年又165天,54.66%,5年又125天
工银新机遇灵活配置混合C,002004,1.24亿元（2019-12-31）,4.44%,10.33%,13.60%,18.40%,--,3.60%,游凛峰,1年又269天,8.94%,10年又74天
宝盈睿丰创新混合A/B,000794,0.56亿元（2019-12-31）,7.91%,27.35%,32.11%,55.70%,39.56%,97.90%,杨思亮/朱建明,2年又5天,67.29%,2年又5天/3年又62天
景顺长城资源垄断混合,162607,22.15亿元（2019-12-31）,3.69%,21.88%,30.08%,53.53%,73.86%,611.38%,杨锐文,4年又34天,127.58%,5年又135天
前海开源沪港深隆鑫混合C,001902,0.00亿元（2019-12-31）,2.69%,4.76%,4.00%,5.53%,16.61%,16.61%,史程/肖立强,249天,11.60%,3年又314天/1年又143天
银华恒利灵活配置混合A,001264,0.55亿元（2019-12-31）,13.18%,23.34%,26.98%,36.97%,76.53%,86.60%,和玮,232天,39.02%,1年又211天
银华盛利混合发起式,006348,0.16亿元（2019-12-31）,3.41%,23.35%,26.58%,43.72%,--,66.00%,向伊达/和玮/李旻,87天,22.67%,87天/1年又211天/2年又104天
鹏华优质治理混合(LOF),160611,11.39亿元（2019-12-31）,8.04%,13.57%,19.90%,45.26%,28.85%,29.50%,陈璇淼,339天,41.47%,3年又344天
融通中国风1号灵活配置混合,001852,32.12亿元（2019-12-31）,8.20%,25.16%,33.17%,63.32%,100.74%,122.62%,彭炜,330天,49.14%,2年又215天
前海开源沪港深优势精选混合,001875,3.39亿元（2019-12-31）,4.09%,15.16%,21.79%,30.78%,102.98%,144.59%,范洁/曲扬,148天,18.66%,2年又184天/6年又114天
天弘精选混合,420001,12.18亿元（2019-12-31）,6.77%,9.49%,11.40%,26.50%,34.44%,179.65%,周楷宁/赵鼎龙/谷琦彬/钱文成,52天,3.14%,52天/113天/1年又308天/7年又52天
平安睿享文娱混合A,002450,0.22亿元（2019-12-31）,7.82%,15.24%,20.24%,49.00%,100.93%,94.30%,黄维,3年又189天,101.14%,3年又202天
博时卓越品牌混合(LOF),160512,3.47亿元（2019-12-31）,7.56%,9.48%,13.05%,28.78%,-11.50%,134.45%,王增财,1年又220天,37.96%,5年又354天
大成互联网思维混合,001144,10.64亿元（2019-12-31）,5.98%,15.01%,18.62%,27.42%,49.80%,13.40%,李博,4年又322天,13.40%,4年又322天
中欧远见两年定开混合C,007101,0.61亿元（2019-12-31）,4.43%,14.96%,19.89%,--,--,37.08%,成雨轩/周应波,280天,39.33%,280天/4年又126天
新华行业灵活配置混合A,519156,10.78亿元（2019-12-31）,8.72%,17.59%,24.33%,21.70%,21.14%,250.37%,钟俊/崔建波,162天,23.99%,172天/9年又351天
中欧远见两年定开混合A,166025,38.27亿元（2019-12-31）,4.47%,15.13%,20.25%,--,--,37.79%,成雨轩/周应波,280天,39.96%,280天/4年又126天
交银内核驱动混合,008507,59.32亿元（2020-01-13）,5.34%,--,--,--,--,4.98%,杨浩,54天,4.98%,4年又206天
国融融泰灵活配置混合C,006602,0.00亿元（2019-12-31）,4.48%,7.17%,8.27%,14.71%,--,14.99%,梁国桓/田宏伟,1年又37天,14.99%,1年又37天/1年又274天
国融融泰灵活配置混合A,006601,1.32亿元（2019-12-31）,4.48%,7.04%,8.21%,14.30%,--,14.99%,梁国桓/田宏伟,1年又37天,14.99%,1年又37天/1年又274天
新华优选分红混合,519087,12.37亿元（2019-12-31）,12.89%,17.61%,22.36%,34.37%,39.85%,672.56%,赵强,2年又286天,53.40%,3年又349天
长城久益混合C,002544,1.45亿元（2019-12-31）,2.61%,4.07%,5.27%,7.27%,12.97%,13.98%,马强,1年又126天,9.19%,4年又258天
博时厚泽回报混合A,005265,0.89亿元（2019-12-31）,11.60%,30.00%,28.76%,39.38%,--,41.96%,周心鹏,2年又106天,41.96%,8年又325天
长城久益混合A,002543,0.53亿元（2019-12-31）,2.66%,4.23%,5.58%,8.02%,15.06%,16.67%,马强,1年又126天,10.18%,4年又258天
国都多策略混合,005264,0.06亿元（2019-12-31）,7.21%,10.44%,9.25%,26.88%,--,46.80%,张崴/杨志刚,15天,-0.64%,3年又77天/1年又287天
国泰区位优势混合,020015,3.11亿元（2019-12-31）,8.39%,18.11%,25.00%,41.08%,44.74%,248.46%,饶玉涵,1年又360天,30.36%,4年又181天
交银科技创新灵活配置混合,519767,2.42亿元（2019-12-31）,8.83%,19.73%,16.90%,31.58%,43.97%,54.42%,芮晨,3年又307天,54.42%,4年又295天
信达澳银核心科技混合,007484,2.60亿元（2019-12-31）,17.36%,38.91%,51.07%,--,--,53.97%,冯明远,206天,53.97%,3年又140天
融通转型三动力灵活配置混合,000717,7.07亿元（2019-12-31）,1.41%,28.35%,57.63%,77.98%,117.60%,152.20%,林清源,330天,76.61%,4年又301天
民生加银新兴成长混合,006058,4.82亿元（2019-12-31）,5.41%,22.90%,31.30%,56.38%,--,73.24%,孙伟,1年又182天,73.24%,5年又245天
融通新能源灵活配置混合,001471,6.28亿元（2019-12-31）,7.68%,18.73%,33.25%,44.29%,47.54%,68.49%,彭炜,56天,8.52%,2年又215天
华宝稳健回报混合,000993,2.87亿元（2019-12-31）,5.78%,10.51%,13.52%,12.96%,-2.35%,-8.50%,詹杰/闫旭,238天,23.98%,1年又191天/11年又302天
财通新视野灵活配置混合A,005851,0.24亿元（2019-12-31）,-0.86%,14.77%,22.47%,21.71%,--,35.40%,谈洁颖,1年又256天,35.40%,6年又353天
博时厚泽回报混合C,005266,0.38亿元（2019-12-31）,11.53%,29.74%,28.24%,38.26%,--,39.37%,周心鹏,2年又106天,39.37%,8年又325天
光大优势配置混合,360007,20.31亿元（2019-12-31）,3.44%,10.11%,11.54%,-3.37%,7.99%,45.61%,戴奇雷,109天,11.61%,8年又241天
建信社会责任混合,530019,0.26亿元（2019-12-31）,0.59%,13.16%,10.56%,7.88%,10.78%,121.90%,刘克飞,100天,15.09%,2年又2天
国投瑞银瑞利混合(LOF),161222,1.59亿元（2019-12-31）,6.18%,14.46%,21.54%,26.95%,46.09%,56.00%,綦缚鹏,3年又81天,53.26%,9年又321天
易方达环保主题混合,001856,2.58亿元（2019-12-31）,7.54%,21.85%,23.52%,41.14%,--,71.20%,祁禾,1年又274天,66.21%,2年又71天
银华远见混合发起式,006610,0.12亿元（2019-12-31）,4.40%,10.66%,10.55%,16.80%,--,16.80%,王斌,1年又8天,16.80%,4年又31天
华安生态优先混合,000294,6.40亿元（2019-12-31）,13.58%,15.65%,21.47%,47.45%,101.62%,235.30%,陈媛,1年又298天,55.45%,2年又10天
南方绩优成长混合A,202003,54.30亿元（2019-12-31）,5.98%,15.70%,22.60%,42.04%,61.01%,517.42%,骆帅/史博,3年又70天,74.23%,4年又285天/11年又300天
平安量化先锋A,005084,0.15亿元（2019-12-31）,7.65%,11.81%,8.52%,11.84%,--,8.42%,吕振山/DANIEL DONGNING SUN,127天,10.96%,148天/2年又184天
平安量化先锋C,005085,0.02亿元（2019-12-31）,7.58%,11.59%,8.07%,11.00%,--,6.33%,吕振山/DANIEL DONGNING SUN,127天,10.66%,148天/2年又184天
财通新视野灵活配置混合C,005959,0.29亿元（2019-12-31）,-0.93%,14.53%,21.99%,20.74%,--,33.57%,谈洁颖,1年又256天,33.57%,6年又353天
国投瑞银瑞盛混合(LOF),161232,4.46亿元（2019-12-31）,7.62%,19.89%,21.83%,35.33%,-7.66%,-9.60%,吴潇,1年又125天,58.23%,3年又69天
天治核心成长混合(LOF),163503,4.94亿元（2019-12-31）,8.61%,23.86%,20.32%,33.61%,21.22%,244.21%,许家涵,4年又270天,-34.94%,4年又280天
国泰成长优选混合,020026,22.36亿元（2019-12-31）,6.34%,22.35%,26.16%,37.32%,31.83%,275.65%,申坤,3年又287天,68.41%,4年又278天
金元顺安优质精选混合A,620007,0.08亿元（2019-12-31）,4.59%,10.63%,13.33%,12.17%,13.65%,35.61%,张博/周博洋,1年又338天,9.43%,1年又338天/2年又41天
南方新蓝筹混合,000327,1.92亿元（2019-12-31）,5.97%,14.31%,14.74%,22.61%,52.52%,60.91%,吴剑毅,166天,15.60%,5年又234天
诺安景鑫灵活配置混合,002145,1.01亿元（2019-12-31）,11.57%,35.05%,37.72%,41.68%,31.37%,31.11%,李玉良/路龙凯,1年又239天,50.61%,5年又2天/3年又197天
国泰融安多策略灵活配置混合,003516,12.81亿元（2019-12-31）,3.87%,18.10%,31.27%,52.08%,--,101.90%,高楠,1年又113天,108.51%,2年又104天
鹏华价值优势混合(LOF),160607,20.00亿元（2019-12-31）,6.81%,16.96%,26.21%,40.66%,45.37%,533.05%,袁航/谢书英,1年又211天,41.50%,5年又125天/5年又324天
西部利得新润混合,673110,2.67亿元（2019-12-31）,3.57%,8.65%,10.87%,27.82%,--,40.47%,张英/张翔,72天,5.15%,208天/4年又8天
长城久鑫灵活配置,000649,0.76亿元（2019-12-31）,3.70%,17.34%,27.87%,32.71%,38.24%,71.77%,赵波,1年又259天,34.23%,5年又319天
兴全精选混合,163411,14.86亿元（2019-12-31）,3.99%,17.71%,24.99%,48.63%,88.10%,185.18%,陈宇,2年又182天,83.55%,4年又196天
工银消费服务混合,481013,5.96亿元（2019-12-31）,7.98%,7.92%,10.04%,24.11%,42.47%,124.54%,王筱苓,5年又59天,94.57%,9年又197天
富国研究量化精选混合,005075,1.25亿元（2019-12-31）,8.44%,23.43%,25.74%,41.07%,--,27.15%,于鹏,2年又104天,27.15%,4年又103天
东吴国企改革,002159,0.17亿元（2019-12-31）,5.37%,10.53%,4.03%,-3.22%,-16.00%,-9.70%,王立立/周健,49天,4.64%,6年又76天/7年又142天
兴业聚利灵活配置混合,001272,1.97亿元（2019-12-31）,6.65%,13.72%,15.58%,23.65%,11.92%,69.90%,冯烜,1年又179天,49.17%,4年又167天
长城转型成长灵活配置混合,001296,1.57亿元（2019-12-31）,5.07%,8.99%,13.28%,13.31%,--,15.77%,赵波,2年又316天,15.77%,5年又319天
东方红京东大数据混合,001564,15.67亿元（2019-12-31）,4.18%,8.09%,9.11%,6.32%,20.82%,49.70%,周云,4年又39天,59.42%,4年又176天
银华多元视野灵活配置混合,002307,1.52亿元（2019-12-31）,5.44%,25.63%,32.16%,41.94%,66.88%,80.40%,贾鹏,3年又293天,80.40%,5年又194天
华富物联世界灵活配置混合,001709,0.15亿元（2019-12-31）,10.22%,30.61%,31.97%,32.48%,28.92%,39.10%,陈奇,9天,-4.73%,138天
平安优势产业混合A,006100,0.43亿元（2019-12-31）,8.94%,12.65%,17.26%,45.15%,--,79.52%,黄维,1年又198天,79.52%,3年又202天
平安优势产业混合C,006101,3.84亿元（2019-12-31）,8.87%,12.40%,16.68%,43.82%,--,76.54%,黄维,1年又198天,76.54%,3年又202天
银河智造混合,519642,0.98亿元（2019-12-31）,12.46%,30.83%,42.16%,61.86%,90.96%,98.60%,张杨,3年又362天,98.60%,8年又151天
东方周期优选灵活配置混合,004244,1.50亿元（2019-12-31）,3.81%,4.15%,9.50%,4.01%,--,15.81%,薛子徵,2年又358天,15.81%,4年又313天
金元顺安优质精选混合C,001375,1.29亿元（2019-12-31）,4.61%,10.57%,13.28%,12.12%,13.17%,15.34%,张博/周博洋,1年又338天,9.26%,1年又338天/2年又41天
南方绩优成长混合C,006540,0.20亿元（2019-12-31）,5.91%,15.48%,22.13%,40.92%,--,65.70%,骆帅/史博,1年又115天,65.70%,4年又285天/11年又300天
诺安积极配置混合C,006008,0.03亿元（2019-12-31）,12.67%,11.21%,14.48%,36.35%,--,54.77%,罗春蕾,1年又45天,53.24%,4年又164天
融通消费升级混合,007261,2.36亿元（2019-12-31）,7.59%,27.17%,29.85%,--,--,34.81%,彭炜/关山,233天,34.78%,2年又215天/3年又278天
泓德优势领航混合,002808,6.61亿元（2019-12-31）,5.25%,19.58%,24.18%,32.50%,44.22%,48.40%,王克玉,3年又77天,48.40%,9年又89天
金信智能中国2025混合,002849,1.03亿元（2019-12-31）,2.74%,3.03%,9.01%,14.13%,46.25%,36.16%,高俊芳/吴清宇,187天,11.88%,187天/1年又70天
上投摩根量化多因子混合,005120,1.43亿元（2019-12-31）,7.24%,12.03%,13.03%,31.07%,--,17.68%,施虓文,71天,7.74%,3年又49天
诺安积极配置混合A,006007,0.21亿元（2019-12-31）,12.74%,11.38%,14.79%,37.09%,--,54.51%,罗春蕾,1年又45天,54.17%,4年又164天
易方达科技创新混合,007346,9.07亿元（2019-12-31）,5.02%,31.04%,51.62%,--,--,62.40%,蔡荣成/刘武,313天,62.40%,313天/1年又86天
博时互联网主题灵活配置混合,001125,14.66亿元（2019-12-31）,7.03%,19.01%,29.96%,40.28%,47.39%,-1.10%,郭晓林,260天,50.76%,3年又231天
国开开航混合,004649,0.20亿元（2019-12-31）,-5.04%,12.01%,8.85%,14.09%,--,9.15%,高耀华/方龙,151天,13.98%,334天/338天
长盛研发回报混合,007063,0.88亿元（2019-12-31）,10.07%,25.01%,34.35%,--,--,48.61%,钱文礼/吴达,317天,48.61%,2年又132天/11年又151天
宝盈睿丰创新混合C,000796,1.25亿元（2019-12-31）,7.80%,27.08%,31.49%,54.37%,36.32%,78.30%,杨思亮/朱建明,2年又5天,64.79%,2年又5天/3年又62天
